sale_id,customer_id,product_id,order_date,quantity
931,114,197,2025-02-08,249
932,477,21,2023-10-22,16
933,376,90,2025-05-08,87
934,722,35,2025-06-01,128
935,727,105,2024-09-01,230
936,343,123,2025-03-30,46
937,117,245,2023-08-28,223
938,893,108,2024-11-02,164
939,329,181,2024-07-20,86
940,516,217,2024-12-13,22
941,56,33,2024-08-30,82
942,354,232,2024-08-27,50
943,514,270,2024-06-26,189
944,482,273,2024-03-22,63
945,922,150,2024-02-14,134
946,636,189,2023-12-18,59
947,193,235,2025-04-29,233
948,83,201,2024-10-08,95
949,296,40,2024-03-03,231
950,169,142,2025-06-26,37
951,714,76,2024-01-25,34
952,155,105,2024-03-31,59
953,975,12,2024-01-24,54
954,427,278,2025-03-31,3
955,486,178,2025-03-07,223
956,455,11,2024-04-26,88
957,194,33,2024-01-15,23
958,893,119,2024-07-08,84
959,661,172,2024-03-20,56
960,593,176,2025-02-20,90
961,498,272,2023-10-17,144
962,456,235,2025-01-08,191
963,581,68,2024-01-23,149
964,176,134,2024-06-29,237
965,496,191,2025-02-08,184
966,789,25,2025-06-02,165
967,362,146,2024-06-02,90
968,980,86,2024-04-26,128
969,947,83,2023-09-19,132
970,293,94,2024-04-18,40
971,860,79,2024-09-27,150
972,244,60,2024-08-15,5
973,325,295,2023-09-17,7
974,452,134,2025-06-29,46
975,189,106,2024-04-26,192
976,725,18,2024-12-08,24
977,353,76,2024-07-30,182
978,460,277,2024-11-01,183
979,547,155,2024-01-14,2
980,943,13,2024-07-02,227
981,954,256,2025-03-21,143
982,971,235,2024-06-09,223
983,160,3,2024-01-14,165
984,1000,260,2024-10-04,78
985,663,152,2025-04-22,119
986,918,149,2025-04-22,40
987,683,76,2023-10-25,112
988,747,227,2025-07-08,179
989,706,58,2024-09-09,148
990,922,21,2024-01-26,90
991,695,283,2025-03-14,133
992,316,13,2025-06-25,102
993,633,113,2024-05-31,195
994,366,48,2024-12-24,194
995,57,100,2024-10-16,208
996,540,114,2024-12-18,239
997,201,12,2023-11-04,94
998,552,229,2024-11-01,55
999,1000,263,2024-02-07,238
1000,200,252,2025-03-29,202
1001,618,262,2024-02-27,171
1002,931,185,2024-04-10,195
1003,152,219,2024-03-19,223
1004,396,191,2023-10-19,154
1005,292,177,2023-09-21,103
1006,316,229,2024-06-01,95
1007,90,111,2024-06-11,133
1008,760,213,2024-08-15,157
1009,296,84,2023-11-12,209
1010,747,213,2024-10-09,88
1011,856,45,2024-08-06,186
1012,213,156,2024-11-22,12
1013,889,269,2025-06-03,217
1014,68,193,2025-03-11,13
1015,7,210,2023-12-20,185
1016,425,90,2025-06-17,9
1017,474,291,2023-12-06,90
1018,205,96,2025-05-30,36
1019,297,284,2024-07-06,231
1020,44,155,2023-08-01,86
1021,312,253,2023-11-26,131
1022,758,238,2023-10-21,60
1023,28,2,2024-06-09,36
1024,269,154,2024-02-09,184
1025,128,148,2025-03-05,209
1026,184,252,2024-09-22,84
1027,30,62,2025-01-22,126
1028,505,35,2025-07-11,180
1029,764,186,2024-07-18,243
1030,493,290,2025-02-15,187
1031,890,133,2023-10-06,204
1032,998,62,2023-10-26,120
1033,525,295,2025-05-25,91
1034,866,133,2023-08-15,120
1035,596,30,2025-04-27,161
1036,328,237,2024-06-19,42
1037,366,84,2023-08-07,27
1038,280,185,2025-01-05,123
1039,652,183,2023-11-26,43
1040,297,150,2023-09-14,53
1041,655,40,2023-10-30,137
1042,199,94,2024-08-22,220
1043,614,86,2025-05-23,201
1044,331,162,2024-09-03,205
1045,278,186,2025-07-02,238
1046,548,297,2024-05-16,170
1047,844,74,2025-06-21,79
1048,141,266,2024-06-12,43
1049,382,249,2024-04-20,213
1050,349,84,2023-10-26,61
1051,224,80,2024-05-27,150
1052,227,97,2025-01-11,170
1053,629,270,2024-09-24,114
1054,730,283,2024-01-23,231
1055,428,236,2025-01-23,207
1056,120,68,2024-03-03,246
1057,492,179,2023-10-20,125
1058,708,186,2024-04-06,249
1059,837,227,2025-06-16,31
1060,536,176,2025-04-20,118
1061,727,156,2025-06-16,169
1062,763,61,2024-04-06,238
1063,132,73,2024-10-21,48
1064,315,65,2024-11-03,12
1065,134,41,2024-11-09,101
1066,708,58,2023-10-11,78
1067,20,248,2025-01-30,55
1068,44,101,2023-08-24,138
1069,34,263,2023-09-15,128
1070,61,241,2025-02-12,110
1071,931,130,2025-07-04,112
1072,68,155,2024-04-20,192
1073,773,50,2024-07-02,62
1074,943,106,2025-06-26,143
1075,923,103,2024-06-01,11
1076,687,180,2024-11-20,155
1077,93,75,2024-07-03,154
1078,972,297,2025-02-14,173
1079,361,83,2025-04-28,103
1080,800,124,2024-06-22,232
1081,584,35,2024-02-29,59
1082,840,297,2025-02-27,145
1083,542,112,2024-07-24,147
1084,988,145,2025-01-13,118
1085,924,276,2023-11-01,80
1086,997,51,2025-02-08,250
1087,943,259,2023-12-09,117
1088,376,95,2025-02-01,106
1089,690,55,2025-03-05,30
1090,855,182,2024-10-19,83
1091,435,110,2025-06-30,64
1092,234,209,2025-04-16,182
1093,780,161,2025-07-16,56
1094,478,57,2024-08-18,159
1095,140,254,2023-09-23,224
1096,722,148,2023-11-15,229
1097,740,21,2025-06-14,79
1098,336,253,2023-07-26,214
1099,395,146,2024-10-23,111
1100,615,160,2024-10-22,88
1101,232,284,2024-05-02,221
1102,298,220,2024-12-24,44
1103,878,36,2024-12-05,231
1104,962,189,2024-07-06,154
1105,14,252,2024-05-09,109
1106,406,225,2024-03-24,184
1107,675,44,2024-06-24,22
1108,147,203,2023-12-04,136
1109,712,53,2024-08-18,154
1110,67,187,2025-01-31,69
1111,347,103,2024-10-18,219
1112,865,207,2024-02-21,85
1113,239,218,2025-03-11,112
1114,286,298,2023-10-03,174
1115,280,205,2024-01-16,225
1116,488,208,2024-03-06,218
1117,524,143,2024-08-06,231
1118,787,233,2024-04-09,154
1119,126,129,2023-08-26,233
1120,510,119,2024-09-30,40
1121,31,51,2024-08-25,187
1122,851,35,2025-06-15,144
1123,695,14,2024-08-30,81
1124,392,168,2024-10-12,81
1125,311,50,2024-08-17,104
1126,677,267,2025-05-05,38
1127,812,239,2025-07-09,87
1128,301,255,2024-06-15,181
1129,517,134,2024-02-26,21
1130,352,277,2024-03-26,48
1131,19,17,2024-05-13,187
1132,902,61,2024-03-23,208
1133,461,162,2025-02-27,25
1134,454,236,2023-12-05,163
1135,34,91,2023-11-08,225
1136,676,156,2023-08-21,1
1137,504,221,2025-04-12,27
1138,320,200,2025-02-09,14
1139,783,57,2025-06-04,17
1140,692,252,2025-02-06,89
1141,702,277,2023-12-30,226
1142,482,244,2024-06-18,67
1143,875,81,2024-08-26,25
1144,58,201,2024-02-21,42
1145,507,194,2024-10-08,207
1146,693,181,2025-06-02,198
1147,329,32,2024-11-09,44
1148,605,24,2024-03-20,178
1149,858,188,2023-10-05,94
1150,829,299,2024-04-14,237
1151,784,175,2024-02-26,5
1152,100,220,2023-11-25,198
1153,366,211,2023-10-20,225
1154,58,126,2024-02-28,115
1155,241,160,2024-02-17,213
1156,87,34,2024-07-31,69
1157,118,173,2024-06-24,204
1158,21,276,2024-01-09,37
1159,39,236,2025-06-06,106
1160,582,264,2023-11-28,143
1161,274,11,2024-02-29,117
1162,603,12,2025-07-18,88
1163,387,293,2025-07-01,107
1164,331,294,2024-02-06,41
1165,828,251,2024-11-01,174
1166,708,106,2025-02-24,104
1167,509,258,2023-10-10,162
1168,171,154,2025-07-07,186
1169,993,224,2024-01-15,127
1170,509,39,2024-12-18,149
1171,220,148,2024-02-21,221
1172,49,153,2023-11-06,171
1173,412,116,2023-10-02,63
1174,761,48,2023-12-27,141
1175,98,173,2024-09-20,132
1176,69,291,2025-05-01,225
1177,487,219,2024-08-18,168
1178,356,40,2025-02-25,122
1179,517,154,2023-11-28,97
1180,680,277,2023-08-10,103
1181,205,213,2024-10-26,23
1182,258,264,2025-06-20,141
1183,688,281,2023-08-19,103
1184,903,10,2025-06-10,24
1185,884,96,2024-09-11,242
1186,512,110,2024-09-09,1
1187,275,273,2025-03-31,56
1188,874,223,2023-12-18,130
1189,745,31,2023-07-25,183
1190,206,187,2024-08-02,151
1191,152,124,2025-04-26,99
1192,765,154,2025-04-18,100
1193,421,164,2023-08-09,106
1194,650,105,2024-05-02,20
1195,274,147,2023-12-24,114
1196,263,121,2024-02-23,17
1197,245,59,2024-10-05,37
1198,197,15,2024-06-15,78
1199,817,159,2025-02-07,130
1200,498,287,2024-06-29,57
1201,433,19,2024-08-27,193
1202,164,140,2023-10-26,110
1203,30,133,2025-04-25,176
1204,675,282,2024-07-06,24
1205,660,22,2024-03-05,212
1206,802,11,2025-07-02,225
1207,881,43,2023-10-13,11
1208,617,153,2025-01-26,194
1209,923,209,2025-01-18,123
1210,688,47,2025-07-02,112
1211,966,72,2025-05-06,231
1212,115,293,2023-10-21,123
1213,956,62,2024-06-29,83
1214,681,298,2025-06-09,163
1215,258,255,2024-06-19,225
1216,244,63,2024-08-06,131
1217,338,300,2024-02-09,93
1218,826,121,2023-09-25,198
1219,224,74,2025-05-21,249
1220,180,110,2023-11-03,195
1221,451,210,2024-02-21,5
1222,884,29,2025-02-07,44
1223,547,192,2024-12-20,206
1224,325,280,2023-10-18,104
1225,487,127,2024-04-19,120
1226,901,75,2025-04-04,72
1227,487,189,2023-09-19,211
1228,22,18,2025-02-17,184
1229,708,123,2025-03-27,191
1230,566,197,2024-01-08,50
1231,655,186,2025-02-03,142
1232,548,122,2023-09-15,184
1233,398,5,2024-03-30,180
1234,950,131,2023-11-18,113
1235,93,121,2024-08-16,199
1236,216,83,2024-04-05,173
1237,647,163,2024-02-19,244
1238,809,18,2024-07-06,52
1239,888,42,2024-11-20,2
1240,483,212,2025-02-10,10
1241,735,217,2024-08-21,16
1242,845,83,2024-12-23,91
1243,519,34,2025-03-14,238
1244,431,281,2023-09-15,112
1245,465,15,2025-01-18,42
1246,657,95,2025-01-04,68
1247,811,70,2024-03-20,102
1248,411,103,2025-06-12,66
1249,322,295,2025-07-07,30
1250,114,81,2023-08-18,34
1251,529,67,2024-06-20,86
1252,703,211,2023-10-06,211
1253,463,245,2025-07-13,225
1254,267,89,2025-01-17,42
1255,847,168,2025-03-27,42
1256,204,44,2024-08-27,131
1257,377,94,2024-03-22,181
1258,898,194,2023-12-14,189
1259,230,11,2025-05-03,249
1260,946,286,2024-09-25,23
1261,642,118,2024-12-14,25
1262,998,237,2025-04-30,83
1263,269,87,2025-05-31,59
1264,411,220,2024-11-17,141
1265,267,77,2023-08-16,216
1266,982,189,2024-11-23,206
1267,970,291,2024-11-18,248
1268,15,270,2023-07-26,248
1269,792,233,2024-01-27,50
1270,122,115,2023-11-03,209
1271,196,137,2024-10-17,146
1272,765,254,2024-05-07,30
1273,134,221,2025-05-27,219
1274,615,111,2024-01-07,51
1275,745,97,2024-12-24,179
1276,185,210,2023-12-18,57
1277,30,149,2024-02-11,236
1278,242,231,2024-07-19,64
1279,379,299,2023-11-14,73
1280,88,6,2024-07-30,239
1281,137,166,2025-04-12,75
1282,704,109,2023-12-12,5
1283,726,217,2025-02-08,232
1284,263,38,2024-08-08,148
1285,571,31,2024-02-24,44
1286,341,121,2023-10-30,38
1287,931,182,2023-12-21,192
1288,962,24,2024-11-24,185
1289,260,259,2025-05-30,73
1290,391,155,2023-09-26,10
1291,688,190,2024-08-24,149
1292,992,287,2025-05-15,140
1293,595,92,2025-01-31,94
1294,174,258,2025-02-21,73
1295,953,174,2024-01-02,51
1296,136,46,2023-07-22,71
1297,728,272,2024-06-21,206
1298,146,134,2023-09-10,76
1299,321,23,2024-08-04,120
1300,512,144,2024-09-25,152
1301,949,221,2024-11-05,3
1302,925,135,2023-12-28,250
1303,850,136,2025-01-21,143
1304,321,224,2023-12-05,23
1305,324,252,2023-08-19,69
1306,570,226,2024-06-08,136
1307,194,77,2025-01-04,237
1308,236,94,2024-02-09,14
1309,482,134,2024-11-07,162
1310,723,240,2024-05-10,28
1311,119,254,2024-11-21,231
1312,453,183,2024-10-15,30
1313,497,235,2024-01-18,134
1314,116,76,2024-11-26,45
1315,358,48,2024-04-15,143
1316,890,146,2024-07-30,128
1317,855,87,2024-09-04,170
1318,843,140,2024-12-11,176
1319,913,300,2023-12-06,129
1320,598,3,2025-05-31,67
1321,786,293,2024-03-09,81
1322,427,40,2025-05-02,131
1323,787,256,2024-01-16,242
1324,909,169,2025-05-29,230
1325,292,63,2024-03-02,119
1326,383,55,2024-12-19,237
1327,158,15,2024-07-30,22
1328,472,246,2024-08-03,181
1329,644,138,2025-03-29,120
1330,674,3,2024-11-20,223
1331,994,23,2024-05-19,156
1332,974,232,2024-10-26,106
1333,971,292,2024-04-22,161
1334,217,25,2024-09-14,169
1335,331,29,2024-07-27,249
1336,561,196,2024-03-05,237
1337,409,131,2023-10-02,174
1338,246,205,2024-01-06,69
1339,22,107,2023-10-15,241
1340,398,207,2025-06-03,205
1341,663,79,2025-06-15,65
1342,306,252,2025-02-25,223
1343,754,159,2025-03-04,10
1344,135,184,2024-02-28,186
1345,853,189,2024-06-09,215
1346,205,251,2024-07-01,52
1347,907,199,2024-03-28,170
1348,275,289,2024-01-28,135
1349,434,47,2024-12-15,76
1350,831,189,2024-06-14,213
1351,191,223,2023-10-17,70
1352,96,21,2023-12-03,111
1353,350,238,2024-07-14,95
1354,664,80,2024-03-23,120
1355,540,269,2024-12-14,226
1356,298,240,2023-10-16,57
1357,82,245,2024-04-14,132
1358,153,66,2025-01-11,64
1359,862,128,2024-05-24,19
1360,438,152,2025-01-17,16
1361,49,283,2023-10-27,163
1362,940,24,2025-03-11,227
1363,111,262,2025-06-04,43
1364,423,49,2024-07-29,116
1365,677,292,2025-05-02,106
1366,364,131,2025-04-05,32
1367,84,258,2025-05-21,234
1368,117,237,2024-08-02,132
1369,806,94,2024-10-28,43
1370,47,43,2024-06-04,6
1371,898,153,2025-01-03,112
1372,602,233,2024-01-18,166
1373,639,136,2023-08-11,109
1374,990,96,2024-03-01,91
1375,190,41,2024-02-13,8
1376,266,55,2024-08-17,225
1377,548,10,2024-01-03,13
1378,405,60,2025-06-10,33
1379,176,245,2025-05-10,85
1380,709,208,2025-03-19,235
1381,744,250,2024-06-01,197
1382,634,185,2023-09-05,116
1383,824,155,2024-09-28,193
1384,129,70,2025-03-10,163
1385,196,58,2024-03-27,242
1386,713,97,2024-02-08,74
1387,215,247,2024-12-25,216
1388,666,124,2024-03-22,19
1389,863,276,2024-06-03,198
1390,89,155,2024-05-18,167
1391,152,243,2025-04-08,5
1392,23,60,2024-06-27,212
1393,925,79,2024-06-14,198
1394,987,249,2024-05-24,130
1395,21,231,2024-02-07,43
1396,249,104,2025-06-27,225
1397,584,201,2023-08-31,243
1398,342,5,2024-02-13,121
1399,646,222,2024-07-31,152
1400,869,254,2025-02-04,161
1401,611,284,2024-01-06,124
1402,38,250,2024-04-08,62
1403,498,263,2024-11-25,20
1404,743,250,2025-04-15,115
1405,732,32,2023-08-24,144
1406,20,217,2024-03-15,1
1407,324,284,2024-07-01,77
1408,275,214,2024-06-02,223
1409,120,254,2024-01-07,83
1410,962,178,2024-10-06,203
1411,715,224,2025-05-30,18
1412,166,148,2023-11-26,194
1413,481,177,2024-09-08,94
1414,238,260,2023-12-27,117
1415,602,174,2025-03-16,119
1416,874,240,2024-11-16,209
1417,905,151,2023-10-13,144
1418,983,214,2024-11-07,174
1419,816,242,2024-11-05,53
1420,637,107,2024-04-01,170
1421,708,45,2023-10-28,96
1422,133,89,2024-10-31,171
1423,161,252,2024-09-11,196
1424,813,213,2023-08-04,202
1425,311,121,2025-01-30,166
1426,571,25,2023-08-05,117
1427,368,134,2025-04-03,200
1428,694,82,2024-05-09,227
1429,848,258,2023-09-28,83
1430,827,33,2025-03-17,207
1431,441,59,2025-01-17,82
1432,233,62,2024-04-03,46
1433,230,250,2025-06-27,215
1434,349,182,2024-04-18,114
1435,789,286,2025-03-06,12
1436,918,78,2025-03-05,80
1437,619,54,2024-09-21,131
1438,949,225,2023-09-07,241
1439,986,57,2024-12-09,181
1440,801,53,2023-08-27,50
1441,43,260,2024-08-25,145
1442,172,61,2023-12-30,120
1443,933,186,2024-04-26,223
1444,746,150,2024-09-07,93
1445,781,260,2023-12-21,89
1446,751,51,2023-11-18,49
1447,663,187,2025-05-01,151
1448,839,71,2024-09-08,140
1449,869,104,2024-05-22,192
1450,993,213,2025-05-17,167
1451,252,243,2025-01-27,190
1452,294,259,2024-01-14,110
1453,88,137,2024-03-01,85
1454,733,213,2025-04-02,250
1455,645,126,2023-11-22,40
1456,772,272,2025-06-26,135
1457,807,117,2024-05-05,78
1458,822,220,2024-04-02,166
1459,941,210,2024-06-05,195
1460,975,265,2024-01-03,104
1461,967,16,2024-09-21,45
1462,150,6,2025-02-08,163
1463,967,36,2024-01-29,4
1464,347,162,2025-07-19,110
1465,791,85,2023-07-30,5
1466,63,202,2023-08-17,29
1467,677,78,2025-05-06,249
1468,60,267,2023-08-04,142
1469,430,206,2025-02-25,210
1470,895,156,2025-07-19,26
1471,932,177,2024-08-31,53
1472,847,144,2023-10-07,191
1473,626,76,2024-08-12,97
1474,457,106,2024-05-24,147
1475,640,227,2025-03-25,216
1476,909,208,2024-07-30,38
1477,903,155,2023-08-21,173
1478,38,276,2023-11-18,191
1479,400,65,2024-02-24,131
1480,554,146,2024-03-10,2
1481,96,262,2023-08-07,110
1482,320,267,2024-01-14,48
1483,776,82,2024-11-21,43
1484,29,277,2025-03-10,198
1485,265,124,2025-01-04,64
1486,744,217,2024-01-28,80
1487,114,31,2023-08-15,9
1488,266,260,2024-02-16,67
1489,127,25,2025-02-21,124
1490,460,153,2023-10-24,183
1491,755,3,2025-04-11,223
1492,348,121,2025-03-19,43
1493,580,274,2024-05-08,233
1494,240,180,2024-12-09,134
1495,292,294,2024-05-26,101
1496,732,194,2023-10-29,85
1497,756,127,2025-04-15,106
1498,336,265,2025-02-14,138
1499,198,185,2025-05-30,200
1500,101,76,2024-02-14,206
1501,849,211,2025-05-19,166
1502,95,32,2023-09-23,49
1503,910,67,2023-09-17,242
1504,220,229,2023-09-15,228
1505,379,270,2024-08-14,243
1506,603,287,2025-01-30,58
1507,798,203,2025-01-16,12
1508,599,256,2025-03-03,19
1509,451,251,2025-02-08,159
1510,844,84,2024-06-06,245
1511,518,66,2023-08-04,139
1512,729,235,2023-07-31,167
1513,992,263,2025-02-15,59
1514,121,109,2025-04-24,14
1515,485,17,2024-09-12,143
1516,967,287,2024-10-31,200
1517,944,61,2025-07-02,247
1518,873,210,2023-11-14,192
1519,124,190,2023-10-02,33
1520,297,21,2025-02-10,109
1521,157,61,2024-10-18,86
1522,313,192,2025-03-26,92
1523,302,249,2024-05-18,4
1524,811,74,2023-12-17,164
1525,803,216,2025-04-25,104
1526,960,157,2024-11-01,194
1527,221,94,2025-05-17,80
1528,3,63,2024-03-18,45
1529,358,35,2025-03-20,180
1530,428,247,2024-03-27,53
1531,318,290,2024-06-14,226
1532,922,173,2024-08-20,249
1533,487,68,2025-02-16,194
1534,517,236,2023-08-07,56
1535,684,230,2024-03-10,140
1536,888,167,2024-02-17,227
1537,820,210,2024-07-10,157
1538,239,203,2023-12-24,19
1539,554,24,2023-10-05,159
1540,754,143,2024-02-10,128
1541,887,85,2024-12-10,159
1542,586,159,2024-10-09,188
1543,661,64,2024-07-20,199
1544,88,99,2024-05-07,100
1545,555,296,2024-03-02,171
1546,981,292,2024-06-17,227
1547,194,244,2023-09-30,134
1548,919,10,2024-01-08,64
1549,675,273,2024-05-30,195
1550,986,10,2024-09-27,170
1551,806,106,2024-02-21,113
1552,850,297,2024-07-29,201
1553,87,274,2024-02-25,190
1554,329,206,2025-06-24,29
1555,47,252,2025-01-15,57
1556,349,224,2024-09-06,177
1557,425,13,2024-08-16,141
1558,325,196,2024-01-25,42
1559,94,59,2024-05-12,128
1560,555,87,2023-08-02,151
1561,148,94,2024-08-09,27
1562,787,46,2025-02-04,221
1563,315,209,2024-05-20,199
1564,61,167,2024-05-04,128
1565,28,30,2025-03-03,82
1566,400,51,2024-09-16,54
1567,146,212,2025-01-25,81
1568,265,193,2023-10-12,176
1569,54,104,2024-07-05,36
1570,771,122,2024-01-10,198
1571,521,259,2024-10-10,52
1572,973,59,2023-08-08,37
1573,63,163,2024-05-23,186
1574,567,209,2025-03-10,34
1575,496,15,2024-01-16,106
1576,649,120,2024-07-01,197
1577,276,284,2024-05-02,157
1578,692,52,2024-07-24,190
1579,782,285,2024-09-29,189
1580,312,291,2023-10-12,194
1581,457,43,2024-11-30,168
1582,209,73,2024-03-17,69
1583,554,87,2024-04-03,15
1584,551,217,2023-11-08,157
1585,463,22,2025-04-08,52
1586,833,238,2024-11-20,207
1587,297,86,2023-09-22,246
1588,62,247,2023-10-02,89
1589,613,129,2024-09-27,167
1590,360,109,2023-11-28,71
1591,861,262,2023-12-28,107
1592,47,83,2025-05-21,37
1593,577,36,2024-08-03,179
1594,92,203,2024-10-22,65
1595,851,72,2024-01-30,188
1596,287,222,2023-09-23,12
1597,626,259,2023-11-06,50
1598,906,176,2024-05-28,237
1599,771,232,2024-11-09,100
1600,252,165,2025-04-30,24
1601,216,236,2024-07-21,204
1602,337,9,2024-08-29,216
1603,662,2,2025-01-31,163
1604,488,3,2025-05-02,26
1605,689,89,2024-10-02,8
1606,570,251,2025-03-01,36
1607,552,42,2024-01-16,241
1608,552,16,2023-09-03,86
1609,689,64,2025-03-07,175
1610,996,193,2024-08-06,26
1611,367,199,2024-01-31,49
1612,860,5,2024-06-03,77
1613,474,190,2024-03-17,185
1614,456,5,2025-02-14,95
1615,761,11,2024-04-07,249
1616,697,184,2025-04-28,229
1617,93,156,2023-11-13,200
1618,240,253,2023-08-17,214
1619,38,144,2024-03-25,186
1620,927,108,2025-01-05,40
1621,201,203,2024-10-01,191
1622,891,143,2024-10-27,119
1623,513,253,2024-05-30,82
1624,566,100,2025-05-26,120
1625,689,290,2023-07-24,145
1626,67,66,2024-02-13,114
1627,131,133,2025-01-06,199
1628,877,117,2023-12-29,93
1629,747,141,2025-02-25,156
1630,869,12,2024-09-28,121
1631,630,130,2025-03-28,158
1632,905,233,2024-08-02,96
1633,961,219,2024-09-15,14
1634,875,166,2024-08-11,9
1635,865,209,2024-03-19,216
1636,125,266,2024-12-07,168
1637,508,186,2024-01-19,240
1638,778,23,2024-03-25,42
1639,49,143,2024-07-12,120
1640,546,230,2025-01-20,102
1641,6,201,2024-07-29,198
1642,343,42,2024-08-22,226
1643,828,13,2024-09-22,13
1644,707,217,2025-05-16,227
1645,940,128,2025-02-13,141
1646,169,169,2025-02-08,31
1647,65,50,2023-09-21,233
1648,492,222,2025-07-04,13
1649,607,172,2023-10-09,1
1650,254,56,2024-06-14,128
1651,245,175,2025-01-13,61
1652,842,171,2023-09-18,48
1653,814,122,2024-05-06,108
1654,795,225,2023-10-26,249
1655,641,229,2025-02-26,48
1656,128,44,2023-07-30,98
1657,939,18,2023-11-22,104
1658,321,34,2024-08-26,192
1659,64,227,2025-02-20,54
1660,309,222,2023-10-22,232
1661,105,29,2023-11-26,196
1662,54,151,2023-12-20,157
1663,412,50,2024-06-23,152
1664,771,211,2025-05-25,122
1665,886,6,2023-10-16,154
1666,394,238,2023-08-19,165
1667,902,52,2025-06-06,17
1668,667,14,2024-06-13,18
1669,530,169,2024-08-07,249
1670,198,56,2023-11-29,60
1671,13,35,2024-11-17,72
1672,809,100,2025-04-03,35
1673,130,261,2024-08-30,37
1674,364,216,2024-08-01,59
1675,743,228,2023-11-05,26
1676,249,71,2025-02-20,51
1677,62,66,2025-05-29,64
1678,599,224,2024-09-16,83
1679,983,184,2024-06-08,38
1680,598,278,2024-05-25,107
1681,151,241,2023-07-27,159
1682,618,176,2024-03-06,93
1683,378,5,2023-10-19,186
1684,601,75,2024-06-22,41
1685,244,260,2024-03-04,249
1686,880,28,2025-01-29,127
1687,353,101,2025-07-05,171
1688,656,104,2025-06-02,219
1689,350,97,2024-12-26,128
1690,712,240,2024-02-15,248
1691,710,170,2024-08-28,1
1692,580,172,2024-03-26,92
1693,307,215,2024-11-08,112
1694,167,54,2025-06-09,182
1695,898,22,2024-05-03,137
1696,225,2,2024-09-29,187
1697,710,118,2024-12-06,216
1698,639,110,2023-11-25,14
1699,493,170,2023-11-06,73
1700,211,205,2024-03-01,92
1701,846,4,2024-08-29,39
1702,11,38,2025-01-02,79
1703,31,285,2023-12-25,232
1704,146,149,2025-04-03,184
1705,200,300,2024-11-07,80
1706,45,16,2025-01-24,122
1707,203,146,2024-05-03,79
1708,225,135,2024-08-26,118
1709,348,284,2024-10-31,56
1710,183,101,2024-01-31,200
1711,181,135,2024-07-20,141
1712,22,71,2024-07-13,84
1713,671,57,2023-12-30,137
1714,959,108,2025-07-16,85
1715,468,123,2024-04-01,24
1716,829,191,2025-07-09,126
1717,964,270,2025-02-19,169
1718,903,223,2025-01-29,109
1719,122,74,2025-05-12,153
1720,814,98,2025-07-09,210
1721,546,194,2023-11-02,149
1722,326,220,2023-11-24,1
1723,944,24,2024-08-30,84
1724,602,97,2025-01-25,78
1725,302,77,2025-04-24,236
1726,254,28,2024-07-22,172
1727,894,65,2023-07-27,228
1728,992,300,2024-03-22,180
1729,215,42,2024-06-07,238
1730,810,34,2023-12-06,57
1731,521,199,2023-11-13,3
1732,384,256,2024-07-19,133
1733,476,92,2023-09-10,24
1734,730,192,2023-07-24,190
1735,712,248,2024-03-18,25
1736,486,138,2025-01-14,198
1737,411,299,2023-12-12,249
1738,213,113,2023-12-21,60
1739,463,121,2025-01-09,57
1740,224,157,2023-09-30,151
1741,911,194,2024-09-09,48
1742,161,192,2024-07-10,171
1743,564,44,2024-04-02,59
1744,770,44,2023-10-01,200
1745,456,266,2023-09-05,173
1746,236,299,2024-11-16,71
1747,477,263,2024-07-18,201
1748,345,219,2024-10-23,89
1749,479,222,2023-11-18,107
1750,377,255,2023-09-09,104
1751,280,196,2024-04-17,104
1752,184,227,2024-11-25,172
1753,272,39,2024-09-26,160
1754,924,43,2025-06-05,227
1755,863,257,2024-01-11,122
1756,560,41,2024-04-12,168
1757,949,117,2024-11-19,115
1758,122,37,2023-07-30,139
1759,40,280,2025-07-09,32
1760,342,101,2023-12-16,249
1761,257,155,2024-02-18,158
1762,196,71,2024-02-25,55
1763,935,134,2025-04-17,207
1764,789,154,2025-06-26,130
1765,843,178,2025-05-24,122
1766,969,208,2024-06-15,184
1767,776,7,2024-10-15,41
1768,670,263,2025-02-05,119
1769,887,204,2024-03-13,96
1770,233,108,2024-04-30,31
1771,240,265,2024-11-16,118
1772,805,283,2025-03-06,95
1773,740,237,2024-05-28,42
1774,811,44,2025-07-14,143
1775,867,97,2024-02-02,226
1776,789,214,2024-09-27,12
1777,450,231,2024-09-12,171
1778,31,192,2024-11-29,127
1779,592,66,2024-12-13,246
1780,966,5,2023-12-24,202
1781,830,182,2023-09-18,121
1782,231,215,2024-10-22,233
1783,703,207,2023-11-15,146
1784,307,167,2023-10-07,153
1785,24,291,2025-02-06,118
1786,945,72,2024-01-04,132
1787,976,170,2024-02-22,201
1788,645,294,2023-12-05,130
1789,391,105,2024-02-09,193
1790,66,274,2024-09-29,241
1791,193,244,2023-10-07,172
1792,337,292,2023-10-26,183
1793,655,156,2025-03-29,200
1794,176,54,2024-08-28,143
1795,182,17,2024-10-18,26
1796,501,14,2024-12-01,243
1797,204,36,2025-03-06,92
1798,291,106,2024-05-12,20
1799,299,269,2024-04-01,40
1800,466,30,2024-10-09,41
1801,531,6,2025-03-10,67
1802,335,211,2025-05-12,216
1803,161,57,2024-10-21,248
1804,550,215,2024-10-31,188
1805,761,36,2024-02-20,157
1806,979,106,2025-04-07,191
1807,892,106,2025-02-11,106
